recHandelse;intKundnr;strAnlnr;intTjanstnr;datDatumFrom;datDatumTom;strTaxekod;strRFID;strFordonkod;strAvvikelsekod;strKorlistakod;strUtfortAvSignatur;lngFakturanr;strFakturafrekvens;bolKlarAttFakturera;bolEnbartHandelseTextPaFakturan;bolFakturerasEj;strEntreprenorkod;intRenhOrdernr;intRenhOrderradnr;strAvfallstyp;datSkapad;intSkapadAv;strHandelsetyp;intFakturaradnr;datAvraknadDatum;strAvvikelseText;recHandelsefilInlasning;bolAvraknasEj;strRenhDistriktskod;bolAvvikelse;decXkoord;decYkoord;datDatum
11999090;171501;4212108221;495219;2022-12-28 11:25:40.000;NULL;M140-26Å;08887EF0FF;HH03;NULL;520;MatBen;NULL;ENFAKTKÖRN;1;0;1;HUSH_3;NULL;NULL;Matavfall;2022-12-28 11:28:10.943;174;TÖMN;NULL;12/31/22 0:00;NULL;5092064;0;3;0;6633071.03273148000000000000;204693.38185943600000000000;2022-12-28 00:00:00.000
11999091;171501;4212108221;313848;2022-12-28 11:25:40.000;NULL;R190-26Å;08887E326E;HH03;NULL;520;MatBen;NULL;ENFAKTKÖRN;1;0;1;HUSH_3;NULL;NULL;Restavfall;2022-12-28 11:28:11.127;174;TÖMN;NULL;12/31/22 0:00;NULL;5092065;0;3;0;6633071.03273148000000000000;204693.38185943600000000000;2022-12-28 00:00:00.000
12058592;171501;4212108221;495219;2023-01-11 10:48:35.000;NULL;M140-26Å;08887EF0FF;HH14;NULL;520;FriJan;NULL;ENFAKTKÖRN;1;0;1;HUSH_3;NULL;NULL;Matavfall;2023-01-11 10:55:04.977;174;TÖMN;NULL;1/31/23 0:00;NULL;5150430;0;3;0;6633068.10329396000000000000;204696.23149994200000000000;2023-01-11 00:00:00.000
12058593;171501;4212108221;313848;2023-01-11 10:48:35.000;NULL;R190-26Å;08887E326E;HH14;NULL;520;FriJan;NULL;ENFAKTKÖRN;1;0;1;HUSH_3;NULL;NULL;Restavfall;2023-01-11 10:55:05.217;174;TÖMN;NULL;1/31/23 0:00;NULL;5150431;0;3;0;6633068.47188026000000000000;204696.03897574300000000000;2023-01-11 00:00:00.000
12115016;171501;4212108221;313848;2023-01-25 10:57:46.000;NULL;R190-26Å;08887E326E;HH03;NULL;520;MatBen;NULL;ENFAKTKÖRN;1;0;1;HUSH_3;NULL;NULL;Restavfall;2023-01-25 11:01:05.660;174;TÖMN;NULL;1/31/23 0:00;NULL;5205660;0;3;0;6633065.18487634000000000000;204687.19983278900000000000;2023-01-25 00:00:00.000
12115017;171501;4212108221;495219;2023-01-25 10:57:46.000;NULL;M140-26Å;08887EF0FF;HH03;NULL;520;MatBen;NULL;ENFAKTKÖRN;1;0;1;HUSH_3;NULL;NULL;Matavfall;2023-01-25 11:01:05.840;174;TÖMN;NULL;1/31/23 0:00;NULL;5205661;0;3;0;6633065.18487634000000000000;204687.19983278900000000000;2023-01-25 00:00:00.000
12174221;171501;4212108221;313848;2023-02-08 08:42:35.000;NULL;R190-26Å;08887E326E;HH03;NULL;587;MatBen;NULL;ENFAKTKÖRN;1;0;1;HUSH_3;NULL;NULL;Restavfall;2023-02-08 08:46:04.610;174;TÖMN;NULL;2/28/23 0:00;NULL;5263516;0;3;0;6633066.70322574000000000000;204689.42276662700000000000;2023-02-08 00:00:00.000
12174222;171501;4212108221;495219;2023-02-08 08:42:35.000;NULL;M140-26Å;08887EF0FF;HH03;NULL;587;MatBen;NULL;ENFAKTKÖRN;1;0;1;HUSH_3;NULL;NULL;Matavfall;2023-02-08 08:46:04.793;174;TÖMN;NULL;2/28/23 0:00;NULL;5263517;0;3;0;6633066.70322574000000000000;204689.42276662700000000000;2023-02-08 00:00:00.000
12232566;171501;4212108221;313848;2023-02-22 11:48:41.000;NULL;R190-26Å;08887E326E;HH04;NULL;587;FreKar;NULL;ENFAKTKÖRN;1;0;1;HUSH_3;NULL;NULL;Restavfall;2023-02-22 11:52:05.377;174;TÖMN;NULL;2/28/23 0:00;NULL;5319818;0;3;0;6633062.50298551000000000000;204694.25569244500000000000;2023-02-22 00:00:00.000
12232568;171501;4212108221;495219;2023-02-22 11:48:41.000;NULL;M140-26Å;08887EF0FF;HH04;NULL;587;FreKar;NULL;ENFAKTKÖRN;1;0;1;HUSH_3;NULL;NULL;Matavfall;2023-02-22 11:52:05.740;174;TÖMN;NULL;2/28/23 0:00;NULL;5319820;0;3;0;6633062.50298551000000000000;204694.25569244500000000000;2023-02-22 00:00:00.000
12295920;171501;4212108221;495219;2023-03-09 12:29:18.000;NULL;M140-26Å;08887EF0FF;HH03;NULL;587;HamLym;NULL;ENFAKTKÖRN;1;0;1;HUSH_3;NULL;NULL;Matavfall;2023-03-09 12:34:04.313;174;TÖMN;NULL;3/31/23 0:00;NULL;5381089;0;3;0;6633059.71933434000000000000;204694.39017373900000000000;2023-03-09 00:00:00.000
12295921;171501;4212108221;313848;2023-03-09 12:29:18.000;NULL;R190-26Å;08887E326E;HH03;NULL;587;HamLym;NULL;ENFAKTKÖRN;1;0;1;HUSH_3;NULL;NULL;Restavfall;2023-03-09 12:34:04.500;174;TÖMN;NULL;3/31/23 0:00;NULL;5381090;0;3;0;6633059.71933434000000000000;204694.39017373900000000000;2023-03-09 00:00:00.000
12349687;171501;4212108221;313848;2023-03-22 09:48:03.000;NULL;R190-26Å;08887E326E;HH03;NULL;587;MatBen;NULL;ENFAKTKÖRN;1;0;1;HUSH_3;NULL;NULL;Restavfall;2023-03-22 09:52:06.547;174;TÖMN;NULL;3/31/23 0:00;NULL;5433591;0;3;0;6633063.00910890000000000000;204690.78681133800000000000;2023-03-22 00:00:00.000
12349688;171501;4212108221;495219;2023-03-22 09:48:03.000;NULL;M140-26Å;08887EF0FF;HH03;NULL;587;MatBen;NULL;ENFAKTKÖRN;1;0;1;HUSH_3;NULL;NULL;Matavfall;2023-03-22 09:52:06.730;174;TÖMN;NULL;3/31/23 0:00;NULL;5433592;0;3;0;6633063.00910890000000000000;204690.78681133800000000000;2023-03-22 00:00:00.000
12409597;171501;4212108221;495219;2023-04-05 07:14:19.000;NULL;M140-26Å;08887EF0FF;HH03;NULL;587;HanLar;NULL;ENFAKTKÖRN;1;0;1;HUSH_3;NULL;NULL;Matavfall;2023-04-05 07:19:11.103;174;TÖMN;NULL;4/30/23 0:00;NULL;5491687;0;3;0;6633065.16562583000000000000;204685.89038278900000000000;2023-04-05 00:00:00.000
12409599;171501;4212108221;313848;2023-04-05 07:14:19.000;NULL;R190-26Å;08887E326E;HH03;NULL;587;HanLar;NULL;ENFAKTKÖRN;1;0;1;HUSH_3;NULL;NULL;Restavfall;2023-04-05 07:19:11.470;174;TÖMN;NULL;4/30/23 0:00;NULL;5491689;0;3;0;6633065.16562583000000000000;204685.89038278900000000000;2023-04-05 00:00:00.000
12477361;171501;4212108221;495219;2023-04-19 10:23:36.000;NULL;M140-26Å;08887EF0FF;HH03;NULL;587;MatBen;NULL;ENFAKTKÖRN;1;0;1;HUSH_3;NULL;NULL;Matavfall;2023-04-19 10:28:09.253;174;TÖMN;NULL;4/30/23 0:00;NULL;5557178;0;3;0;6633064.88367024000000000000;204691.97543168000000000000;2023-04-19 00:00:00.000
12477362;171501;4212108221;313848;2023-04-19 10:23:36.000;NULL;R190-26Å;08887E326E;HH03;NULL;587;MatBen;NULL;ENFAKTKÖRN;1;0;1;HUSH_3;NULL;NULL;Restavfall;2023-04-19 10:28:09.440;174;TÖMN;NULL;4/30/23 0:00;NULL;5557179;0;3;0;6633064.88367024000000000000;204691.97543168000000000000;2023-04-19 00:00:00.000
12571556;171501;4212108221;313848;2023-05-03 10:57:09.000;NULL;R190-26Å;08887E326E;HH03;NULL;587;FriJan;NULL;ENFAKTKÖRN;1;0;1;HUSH_3;NULL;NULL;Restavfall;2023-05-03 11:31:37.423;174;TÖMN;NULL;5/31/23 0:00;NULL;5648320;0;3;0;6633067.11719211000000000000;204692.31680217800000000000;2023-05-03 00:00:00.000
12571557;171501;4212108221;495219;2023-05-03 10:57:09.000;NULL;M140-26Å;08887EF0FF;HH03;NULL;587;FriJan;NULL;ENFAKTKÖRN;1;0;1;HUSH_3;NULL;NULL;Matavfall;2023-05-03 11:31:37.607;174;TÖMN;NULL;5/31/23 0:00;NULL;5648321;0;3;0;6633067.11719211000000000000;204692.31680217800000000000;2023-05-03 00:00:00.000
12660748;171501;4212108221;495219;2023-05-17 10:14:33.000;NULL;M140-26Å;08887EF0FF;HH03;NULL;587;MatBen;NULL;ENFAKTKÖRN;1;0;1;HUSH_3;NULL;NULL;Matavfall;2023-05-17 10:18:00.570;174;TÖMN;NULL;5/31/23 0:00;NULL;5735200;0;3;0;6633065.55346310000000000000;204687.00730935100000000000;2023-05-17 00:00:00.000
12660749;171501;4212108221;313848;2023-05-17 10:14:33.000;NULL;R190-26Å;08887E326E;HH03;NULL;587;MatBen;NULL;ENFAKTKÖRN;1;0;1;HUSH_3;NULL;NULL;Restavfall;2023-05-17 10:18:00.753;174;TÖMN;NULL;5/31/23 0:00;NULL;5735201;0;3;0;6633065.55346310000000000000;204687.00730935100000000000;2023-05-17 00:00:00.000
12758070;171501;4212108221;313848;2023-05-31 12:26:06.000;NULL;R190-26Å;08887E326E;HHSommar2;NULL;587;FriJan;NULL;ENFAKTKÖRN;1;0;1;HUSH_3;NULL;NULL;Restavfall;2023-05-31 12:29:42.787;174;TÖMN;NULL;5/31/23 0:00;NULL;5829650;0;3;0;6633070.33269038000000000000;204696.29227148800000000000;2023-05-31 00:00:00.000
12758071;171501;4212108221;495219;2023-05-31 12:26:06.000;NULL;M140-26Å;08887EF0FF;HHSommar2;NULL;587;FriJan;NULL;ENFAKTKÖRN;1;0;1;HUSH_3;NULL;NULL;Matavfall;2023-05-31 12:29:42.973;174;TÖMN;NULL;5/31/23 0:00;NULL;5829651;0;3;0;6633070.33269038000000000000;204696.29227148800000000000;2023-05-31 00:00:00.000
12851376;171501;4212108221;313848;2023-06-14 11:02:51.000;NULL;R190-26Å;08887E326E;HH03;NULL;587;MatBen;NULL;ENFAKTKÖRN;1;0;1;HUSH_3;NULL;NULL;Restavfall;2023-06-14 11:07:10.087;174;TÖMN;NULL;6/30/23 0:00;NULL;5919563;0;3;0;6633068.00978032000000000000;204689.87131910200000000000;2023-06-14 00:00:00.000
12851378;171501;4212108221;495219;2023-06-14 11:02:51.000;NULL;M140-26Å;08887EF0FF;HH03;NULL;587;MatBen;NULL;ENFAKTKÖRN;1;0;1;HUSH_3;NULL;NULL;Matavfall;2023-06-14 11:07:10.443;174;TÖMN;NULL;6/30/23 0:00;NULL;5919565;0;3;0;6633068.00978032000000000000;204689.87131910200000000000;2023-06-14 00:00:00.000
12942351;171501;4212108221;313848;2023-06-28 10:30:35.000;NULL;R190-26Å;08887E326E;HH03;NULL;587;MatBen;NULL;ENFAKTKÖRN;1;0;1;HUSH_3;NULL;NULL;Restavfall;2023-06-28 10:34:03.907;174;TÖMN;NULL;6/30/23 0:00;NULL;6007914;0;3;0;6633064.76813870000000000000;204696.74830140200000000000;2023-06-28 00:00:00.000
12942352;171501;4212108221;313848;2023-06-28 10:30:40.000;NULL;R190-26Å;08887E326E;HH03;NULL;587;MatBen;NULL;ENFAKTKÖRN;1;0;1;HUSH_3;NULL;NULL;Restavfall;2023-06-28 10:34:04.093;174;TÖMN;NULL;NULL;Dubblett;6007915;1;3;0;6633064.76813870000000000000;204696.74830140200000000000;2023-06-28 00:00:00.000
12942353;171501;4212108221;495219;2023-06-28 10:30:35.000;NULL;M140-26Å;08887EF0FF;HH03;NULL;587;MatBen;NULL;ENFAKTKÖRN;1;0;1;HUSH_3;NULL;NULL;Matavfall;2023-06-28 10:34:04.280;174;TÖMN;NULL;6/30/23 0:00;NULL;6007916;0;3;0;6633064.76813870000000000000;204696.74830140200000000000;2023-06-28 00:00:00.000
12942354;171501;4212108221;495219;2023-06-28 10:30:40.000;NULL;M140-26Å;08887EF0FF;HH03;NULL;587;MatBen;NULL;ENFAKTKÖRN;1;0;1;HUSH_3;NULL;NULL;Matavfall;2023-06-28 10:34:04.463;174;TÖMN;NULL;NULL;Dubblett;6007917;1;3;0;6633064.76813870000000000000;204696.74830140200000000000;2023-06-28 00:00:00.000
13112705;171501;4212108221;495219;2023-07-12 10:51:44.000;NULL;M140-26Å;08887EF0FF;HH03;NULL;587;MatBen;NULL;ENFAKTKÖRN;1;0;1;HUSH_3;NULL;NULL;Matavfall;2023-07-18 06:08:16.160;174;TÖMN;NULL;7/31/23 0:00;NULL;6284571;0;3;0;6633068.60941548000000000000;204692.76262372400000000000;2023-07-12 00:00:00.000
13112706;171501;4212108221;495219;2023-07-12 10:51:49.000;NULL;M140-26Å;08887EF0FF;HH03;NULL;587;MatBen;NULL;ENFAKTKÖRN;1;0;1;HUSH_3;NULL;NULL;Matavfall;2023-07-18 06:08:16.340;174;TÖMN;NULL;NULL;Dubblett;6284572;1;3;0;6633068.60941548000000000000;204692.76262372400000000000;2023-07-12 00:00:00.000
13112707;171501;4212108221;313848;2023-07-12 10:51:49.000;NULL;R190-26Å;08887E326E;HH03;NULL;587;MatBen;NULL;ENFAKTKÖRN;1;0;1;HUSH_3;NULL;NULL;Restavfall;2023-07-18 06:08:16.527;174;TÖMN;NULL;7/31/23 0:00;NULL;6284573;0;3;0;6633068.60941548000000000000;204692.76262372400000000000;2023-07-12 00:00:00.000
13206283;171501;4212108221;313848;2023-07-26 10:22:14.000;NULL;R190-26Å;08887E326E;HH03;NULL;587;MatBen;NULL;ENFAKTKÖRN;1;0;1;HUSH_3;NULL;NULL;Restavfall;2023-07-26 10:26:22.970;174;TÖMN;NULL;7/31/23 0:00;NULL;6375320;0;3;0;6633065.27288455000000000000;204693.18588987100000000000;2023-07-26 00:00:00.000
13206284;171501;4212108221;495219;2023-07-26 10:22:09.000;NULL;M140-26Å;08887EF0FF;HH03;NULL;587;MatBen;NULL;ENFAKTKÖRN;1;0;1;HUSH_3;NULL;NULL;Matavfall;2023-07-26 10:26:23.157;174;TÖMN;NULL;7/31/23 0:00;NULL;6375321;0;3;0;6633064.48483039000000000000;204690.11024811800000000000;2023-07-26 00:00:00.000
13206285;171501;4212108221;495219;2023-07-26 10:22:14.000;NULL;M140-26Å;08887EF0FF;HH03;NULL;587;MatBen;NULL;ENFAKTKÖRN;1;0;1;HUSH_3;NULL;NULL;Matavfall;2023-07-26 10:26:23.343;174;TÖMN;NULL;NULL;Dubblett;6375322;1;3;0;6633065.27288455000000000000;204693.18588987100000000000;2023-07-26 00:00:00.000
13305067;171501;4212108221;313848;2023-08-09 11:28:16.000;NULL;R190-26Å;08887E326E;HH03;NULL;587;MatBen;NULL;ENFAKTKÖRN;1;0;1;HUSH_3;NULL;NULL;Restavfall;2023-08-09 11:31:16.473;174;TÖMN;NULL;8/31/23 0:00;NULL;6470712;0;3;0;6633068.02353165000000000000;204690.80663982100000000000;2023-08-09 00:00:00.000
13305070;171501;4212108221;495219;2023-08-09 11:28:16.000;NULL;M140-26Å;08887EF0FF;HH03;NULL;587;MatBen;NULL;ENFAKTKÖRN;1;0;1;HUSH_3;NULL;NULL;Matavfall;2023-08-09 11:31:17.023;174;TÖMN;NULL;8/31/23 0:00;NULL;6470715;0;3;0;6633068.02353165000000000000;204690.80663982100000000000;2023-08-09 00:00:00.000
13398633;171501;4212108221;495219;2023-08-23 10:30:44.000;NULL;M140-26Å;08887EF0FF;HH03;NULL;587;MatBen;NULL;ENFAKTKÖRN;1;0;1;HUSH_3;NULL;NULL;Matavfall;2023-08-23 10:36:10.600;174;TÖMN;NULL;8/31/23 0:00;NULL;6561275;0;3;0;6633063.81779218000000000000;204695.26543686100000000000;2023-08-23 00:00:00.000
13398634;171501;4212108221;313848;2023-08-23 10:30:44.000;NULL;R190-26Å;08887E326E;HH03;NULL;587;MatBen;NULL;ENFAKTKÖRN;1;0;1;HUSH_3;NULL;NULL;Restavfall;2023-08-23 10:36:10.783;174;TÖMN;NULL;8/31/23 0:00;NULL;6561276;0;3;0;6633063.81779218000000000000;204695.26543686100000000000;2023-08-23 00:00:00.000
13490359;171501;4212108221;495219;2023-09-06 11:03:10.000;NULL;M140-26Å;08887EF0FF;HH03;NULL;587;MatBen;NULL;ENFAKTKÖRN;1;0;1;HUSH_3;NULL;NULL;Matavfall;2023-09-06 11:06:17.730;174;TÖMN;NULL;9/30/23 0:00;NULL;6649889;0;3;0;6633070.45234797000000000000;204691.80000495400000000000;2023-09-06 00:00:00.000
13490360;171501;4212108221;313848;2023-09-06 11:03:10.000;NULL;R190-26Å;08887E326E;HH03;NULL;587;MatBen;NULL;ENFAKTKÖRN;1;0;1;HUSH_3;NULL;NULL;Restavfall;2023-09-06 11:06:18.000;174;TÖMN;NULL;9/30/23 0:00;NULL;6649890;0;3;0;6633070.45234797000000000000;204691.80000495400000000000;2023-09-06 00:00:00.000
13580646;171501;4212108221;495219;2023-09-20 10:35:03.000;NULL;M140-26Å;08887EF0FF;HH03;NULL;587;MatBen;NULL;ENFAKTKÖRN;1;0;1;HUSH_3;NULL;NULL;Matavfall;2023-09-20 10:41:05.413;174;TÖMN;NULL;9/30/23 0:00;NULL;6737499;0;3;0;6633069.48825220000000000000;204689.38182115800000000000;2023-09-20 00:00:00.000
13580647;171501;4212108221;313848;2023-09-20 10:35:03.000;NULL;R190-26Å;08887E326E;HH03;NULL;587;MatBen;NULL;ENFAKTKÖRN;1;0;1;HUSH_3;NULL;NULL;Restavfall;2023-09-20 10:41:05.610;174;TÖMN;NULL;9/30/23 0:00;NULL;6737500;0;3;0;6633069.48825220000000000000;204689.38182115800000000000;2023-09-20 00:00:00.000
13671079;171501;4212108221;495219;2023-10-04 11:25:39.000;NULL;M140-26Å;08887EF0FF;HH03;NULL;587;MatBen;NULL;ENFAKTKÖRN;1;0;1;HUSH_3;NULL;NULL;Matavfall;2023-10-04 11:31:17.283;174;TÖMN;NULL;10/31/23 0:00;NULL;6825333;0;3;0;6633053.22232468000000000000;204707.20886435400000000000;2023-10-04 00:00:00.000
13671082;171501;4212108221;313848;2023-10-04 11:25:39.000;NULL;R190-26Å;08887E326E;HH03;NULL;587;MatBen;NULL;ENFAKTKÖRN;1;0;1;HUSH_3;NULL;NULL;Restavfall;2023-10-04 11:31:18.453;174;TÖMN;NULL;10/31/23 0:00;NULL;6825336;0;3;0;6633053.05178751000000000000;204708.24045188100000000000;2023-10-04 00:00:00.000
13748427;171501;4212108221;313848;2023-10-18 08:58:29.000;NULL;R190-26Å;08887E326E;HH03;NULL;587;MatBen;NULL;ENFAKTKÖRN;1;0;1;HUSH_3;NULL;NULL;Restavfall;2023-10-18 09:01:13.430;174;TÖMN;NULL;10/31/23 0:00;NULL;6900092;0;3;0;6633069.66567003000000000000;204688.81789928000000000000;2023-10-18 00:00:00.000
13748428;171501;4212108221;495219;2023-10-18 08:58:29.000;NULL;M140-26Å;08887EF0FF;HH03;NULL;587;MatBen;NULL;ENFAKTKÖRN;1;0;1;HUSH_3;NULL;NULL;Matavfall;2023-10-18 09:01:13.620;174;TÖMN;NULL;10/31/23 0:00;NULL;6900093;0;3;0;6633069.66567003000000000000;204688.81789928000000000000;2023-10-18 00:00:00.000
13807312;171501;4212108221;495219;2023-11-01 10:01:33.000;NULL;M140-26Å;08887EF0FF;HH03;NULL;587;HanLar;NULL;ENFAKTKÖRN;1;0;1;HUSH_3;NULL;NULL;Matavfall;2023-11-01 10:06:27.410;174;TÖMN;NULL;11/30/23 0:00;NULL;6956646;0;3;0;6633063.52623603000000000000;204688.06618871300000000000;2023-11-01 00:00:00.000
13807313;171501;4212108221;313848;2023-11-01 10:01:33.000;NULL;R190-26Å;08887E326E;HH03;NULL;587;HanLar;NULL;ENFAKTKÖRN;1;0;1;HUSH_3;NULL;NULL;Restavfall;2023-11-01 10:06:27.627;174;TÖMN;NULL;11/30/23 0:00;NULL;6956647;0;3;0;6633063.52623603000000000000;204688.06618871300000000000;2023-11-01 00:00:00.000
13874083;171501;4212108221;495219;2023-11-15 09:22:31.000;NULL;M140-26Å;08887EF0FF;HH03;NULL;587;MatBen;NULL;ENFAKTKÖRN;1;0;1;HUSH_3;NULL;NULL;Matavfall;2023-11-15 09:26:19.243;174;TÖMN;NULL;11/30/23 0:00;NULL;7021082;0;3;0;6633071.67364617000000000000;204686.44957342700000000000;2023-11-15 00:00:00.000
13874084;171501;4212108221;313848;2023-11-15 09:22:31.000;NULL;R190-26Å;08887E326E;HH03;NULL;587;MatBen;NULL;ENFAKTKÖRN;1;0;1;HUSH_3;NULL;NULL;Restavfall;2023-11-15 09:26:19.433;174;TÖMN;NULL;11/30/23 0:00;NULL;7021083;0;3;0;6633071.67364617000000000000;204686.44957342700000000000;2023-11-15 00:00:00.000
13936768;171501;4212108221;495219;2023-11-29 13:10:49.000;NULL;M140-26Å;08887EF0FF;HH03;NULL;587;MatBen;NULL;ENFAKTKÖRN;1;0;1;HUSH_3;NULL;NULL;Matavfall;2023-11-29 13:16:27.330;174;TÖMN;NULL;11/30/23 0:00;NULL;7081812;0;3;0;6633063.74903233000000000000;204690.58882793300000000000;2023-11-29 00:00:00.000
13936769;171501;4212108221;313848;2023-11-29 13:10:49.000;NULL;R190-26Å;08887E326E;HH03;NULL;587;MatBen;NULL;ENFAKTKÖRN;1;0;1;HUSH_3;NULL;NULL;Restavfall;2023-11-29 13:16:27.613;174;TÖMN;NULL;11/30/23 0:00;NULL;7081813;0;3;0;6633063.74903233000000000000;204690.58882793300000000000;2023-11-29 00:00:00.000
14003974;171501;4212108221;495219;2023-12-13 10:02:13.000;NULL;M140-26Å;08887EF0FF;HH03;NULL;587;MatBen;NULL;ENFAKTKÖRN;1;0;1;HUSH_3;NULL;NULL;Matavfall;2023-12-13 10:06:21.333;174;TÖMN;NULL;12/31/23 0:00;NULL;7147470;0;3;0;6633067.96715272000000000000;204686.97182486200000000000;2023-12-13 00:00:00.000
14003975;171501;4212108221;313848;2023-12-13 10:02:13.000;NULL;R190-26Å;08887E326E;HH03;NULL;587;MatBen;NULL;ENFAKTKÖRN;1;0;1;HUSH_3;NULL;NULL;Restavfall;2023-12-13 10:06:21.530;174;TÖMN;NULL;12/31/23 0:00;NULL;7147471;0;3;0;6633067.96715272000000000000;204686.97182486200000000000;2023-12-13 00:00:00.000
14060146;171501;4212108221;495219;2023-12-27 08:19:56.000;NULL;M140-26Å;08887EF0FF;HH03;NULL;587;SarSun;NULL;ENFAKTKÖRN;1;0;1;HUSH_3;NULL;NULL;Matavfall;2023-12-27 08:26:04.390;174;TÖMN;NULL;12/31/23 0:00;NULL;7202176;0;3;0;6633060.06591738000000000000;204692.70113296900000000000;2023-12-27 00:00:00.000
14060147;171501;4212108221;313848;2023-12-27 08:19:56.000;NULL;R190-26Å;08887E326E;HH03;NULL;587;SarSun;NULL;ENFAKTKÖRN;1;0;1;HUSH_3;NULL;NULL;Restavfall;2023-12-27 08:26:04.850;174;TÖMN;NULL;12/31/23 0:00;NULL;7202178;0;3;0;6633060.06591738000000000000;204692.70113296900000000000;2023-12-27 00:00:00.000
14125359;171501;4212108221;495219;2024-01-10 09:46:38.000;NULL;M140-26Å;08887EF0FF;HH03;NULL;587;MatBen;NULL;ENFAKTKÖRN;1;0;1;HUSH_3;NULL;NULL;Matavfall;2024-01-10 09:51:19.093;174;TÖMN;NULL;1/31/24 0:00;NULL;7266374;0;3;0;6633070.04113218000000000000;204689.09303600200000000000;2024-01-10 00:00:00.000
14125360;171501;4212108221;313848;2024-01-10 09:46:38.000;NULL;R190-26Å;08887E326E;HH03;NULL;587;MatBen;NULL;ENFAKTKÖRN;1;0;1;HUSH_3;NULL;NULL;Restavfall;2024-01-10 09:51:19.297;174;TÖMN;NULL;1/31/24 0:00;NULL;7266375;0;3;0;6633070.04113218000000000000;204689.09303600200000000000;2024-01-10 00:00:00.000
14188762;171501;4212108221;313848;2024-01-24 12:27:31.000;NULL;R190-26Å;08887E326E;HH03;NULL;587;MatBen;NULL;ENFAKTKÖRN;1;0;1;HUSH_3;NULL;NULL;Restavfall;2024-01-24 12:31:14.530;174;TÖMN;NULL;1/31/24 0:00;NULL;7328276;0;3;0;6633063.40519871000000000000;204692.46493120300000000000;2024-01-24 00:00:00.000
14188763;171501;4212108221;495219;2024-01-24 12:27:31.000;NULL;M140-26Å;08887EF0FF;HH03;NULL;587;MatBen;NULL;ENFAKTKÖRN;1;0;1;HUSH_3;NULL;NULL;Matavfall;2024-01-24 12:31:14.723;174;TÖMN;NULL;1/31/24 0:00;NULL;7328277;0;3;0;6633063.40519871000000000000;204692.46493120300000000000;2024-01-24 00:00:00.000
14251896;171501;4212108221;495219;2024-02-07 07:09:22.000;NULL;M140-26Å;08887EF0FF;HH03;NULL;587;MatBen;NULL;ENFAKTKÖRN;1;0;1;HUSH_3;NULL;NULL;Matavfall;2024-02-07 07:16:11.370;174;TÖMN;NULL;2/29/24 0:00;NULL;7389753;0;3;0;6633067.43902394000000000000;204688.94418740600000000000;2024-02-07 00:00:00.000
14251897;171501;4212108221;313848;2024-02-07 07:09:22.000;NULL;R190-26Å;08887E326E;HH03;NULL;587;MatBen;NULL;ENFAKTKÖRN;1;0;1;HUSH_3;NULL;NULL;Restavfall;2024-02-07 07:16:11.557;174;TÖMN;NULL;2/29/24 0:00;NULL;7389754;0;3;0;6633067.43902394000000000000;204688.94418740600000000000;2024-02-07 00:00:00.000
14317250;171501;4212108221;313848;2024-02-21 12:04:34.000;NULL;R190-26Å;08887E326E;HH03;NULL;587;MatBen;NULL;ENFAKTKÖRN;1;0;1;HUSH_3;NULL;NULL;Restavfall;2024-02-21 12:12:04.157;174;TÖMN;NULL;2/29/24 0:00;NULL;7453077;0;3;0;6633060.66833389000000000000;204683.14992358800000000000;2024-02-21 00:00:00.000
14317251;171501;4212108221;495219;2024-02-21 12:04:34.000;NULL;M140-26Å;08887EF0FF;HH03;NULL;587;MatBen;NULL;ENFAKTKÖRN;1;0;1;HUSH_3;NULL;NULL;Matavfall;2024-02-21 12:12:04.353;174;TÖMN;NULL;2/29/24 0:00;NULL;7453078;0;3;0;6633060.66833389000000000000;204683.14992358800000000000;2024-02-21 00:00:00.000
14385149;171501;4212108221;313848;2024-03-06 09:25:03.000;NULL;R190-26Å;08887E326E;HH03;NULL;587;MatBen;NULL;ENFAKTKÖRN;1;0;1;HUSH_3;NULL;NULL;Restavfall;2024-03-06 09:31:03.950;174;TÖMN;NULL;3/31/24 0:00;NULL;7518695;0;3;0;6633066.82011851000000000000;204697.37299544600000000000;2024-03-06 00:00:00.000
14385150;171501;4212108221;495219;2024-03-06 09:25:03.000;NULL;M140-26Å;08887EF0FF;HH03;NULL;587;MatBen;NULL;ENFAKTKÖRN;1;0;1;HUSH_3;NULL;NULL;Matavfall;2024-03-06 09:31:04.147;174;TÖMN;NULL;3/31/24 0:00;NULL;7518696;0;3;0;6633066.25761201000000000000;204697.00705726200000000000;2024-03-06 00:00:00.000
14450493;171501;4212108221;495219;2024-03-20 10:07:10.000;NULL;M140-26Å;08887EF0FF;HH03;NULL;587;MatBen;NULL;ENFAKTKÖRN;1;0;1;HUSH_3;NULL;NULL;Matavfall;2024-03-20 10:11:32.373;174;TÖMN;NULL;3/31/24 0:00;NULL;7581903;0;3;0;6633059.33424527000000000000;204693.46031071200000000000;2024-03-20 00:00:00.000
14450494;171501;4212108221;313848;2024-03-20 10:07:10.000;NULL;R190-26Å;08887E326E;HH03;NULL;587;MatBen;NULL;ENFAKTKÖRN;1;0;1;HUSH_3;NULL;NULL;Restavfall;2024-03-20 10:11:32.567;174;TÖMN;NULL;3/31/24 0:00;NULL;7581904;0;3;0;6633059.33424527000000000000;204693.46031071200000000000;2024-03-20 00:00:00.000
