recHandelse;intKundnr;strAnlnr;intTjanstnr;datDatumFrom;datDatumTom;strTaxekod;strRFID;strFordonkod;strAvvikelsekod;strKorlistakod;strUtfortAvSignatur;lngFakturanr;strFakturafrekvens;bolKlarAttFakturera;bolEnbartHandelseTextPaFakturan;bolFakturerasEj;strEntreprenorkod;intRenhOrdernr;intRenhOrderradnr;strAvfallstyp;datSkapad;intSkapadAv;strHandelsetyp;intFakturaradnr;datAvraknadDatum;strAvvikelseText;recHandelsefilInlasning;bolAvraknasEj;strRenhDistriktskod;bolAvvikelse;decXkoord;decYkoord;datDatum
9244599;171501;4212108221;370791;2021-07-29 18:07:00.000;2021-07-29 18:07:00.000;1WC0-2;NULL;404;NULL;NULL;NULL;81106327;ENFAKTKÖRN;1;0;0;DKLBC;446192;1;Slam;2021-07-29 18:11:03.710;174;MTÖM;1;7/31/21 0:00;NULL;2376228;0;SL4;0;6633076.51202581000000000000;204687.12685986900000000000;2021-07-29 00:00:00.000
9244600;171501;4212108221;370791;2021-07-29 18:07:00.000;2021-07-29 18:07:00.000;2EXSLANG22;NULL;404;NULL;NULL;NULL;81106327;ENFAKTKÖRN;1;0;0;DKLBC;446192;2;Slam;2021-07-29 18:11:03.727;174;DEBI;NULL;7/31/21 0:00;NULL;2376228;0;SL4;0;6633076.51202581000000000000;204687.12685986900000000000;2021-07-29 00:00:00.000
11176388;171501;4212108221;510310;2022-07-27 16:49:00.000;2022-07-27 16:49:00.000;1WC3-4;NULL;101;NULL;NULL;NULL;81332646;ENFAKTKÖRN;1;0;0;DKLBC;489891;1;Slam;2022-07-27 16:51:03.113;174;MTÖM;1;7/31/22 0:00;NULL;4291394;0;NULL;0;6633081.68324143000000000000;204685.17979671200000000000;2022-07-27 00:00:00.000
11176389;171501;4212108221;510310;2022-07-27 16:49:00.000;2022-07-27 16:49:00.000;2EXSLANG22;NULL;101;NULL;NULL;NULL;81332646;ENFAKTKÖRN;1;0;0;DKLBC;489891;2;Slam;2022-07-27 16:51:03.130;174;DEBI;NULL;7/31/22 0:00;NULL;4291394;0;NULL;0;6633081.68324143000000000000;204685.17979671200000000000;2022-07-27 00:00:00.000
13224554;171501;4212108221;510310;2023-07-28 08:57:00.000;2023-07-28 08:57:00.000;1WC3-4;NULL;101;NULL;NULL;NULL;81560209;ENFAKTKÖRN;1;0;0;DKLBC;532957;1;Slam;2023-07-28 09:01:29.807;174;MTÖM;1;7/31/23 0:00;NULL;6392936;0;SL 101;0;6633079.14438582000000000000;204689.33340857900000000000;2023-07-28 00:00:00.000
13224555;171501;4212108221;510310;2023-07-28 08:57:00.000;2023-07-28 08:57:00.000;2EXSLANG;NULL;101;NULL;NULL;NULL;81560209;ENFAKTKÖRN;1;0;0;DKLBC;532957;2;Slam;2023-07-28 09:01:29.823;174;DEBI;NULL;7/31/23 0:00;NULL;6392936;0;SL 101;0;6633079.14438582000000000000;204689.33340857900000000000;2023-07-28 00:00:00.000
9035470;171501;4212108221;495219;2021-06-28 11:19:37.000;NULL;M140-26Å;08887EF0FF;HH01;H195;HSIT1D1;CriHam;NULL;ENFAKTKÖRN;0;0;1;HUSH_3;NULL;NULL;NULL;2021-06-28 11:31:09.287;174;AVVI;NULL;6/30/21 0:00;NULL;2168465;0;NULL;1;6633067.63018517000000000000;204701.94514716200000000000;2021-06-28 00:00:00.000
9035478;171501;4212108221;313848;2021-06-28 11:17:44.000;NULL;R190-26Å;08013F6232;HH01;NULL;HSIT1D1;CriHam;NULL;ENFAKTKÖRN;1;0;1;HUSH_3;NULL;NULL;Restavfall;2021-06-28 11:31:12.333;174;TÖMN;NULL;6/30/21 0:00;NULL;2168473;0;3;0;6633067.63156060000000000000;204702.03867924600000000000;2021-06-28 00:00:00.000
9035479;171501;4212108221;504470;2021-06-28 11:17:44.000;NULL;R190-26Å;08887E326E;HH01;NULL;HSIT1D1;CriHam;NULL;ENFAKTKÖRN;1;0;1;HUSH_3;NULL;NULL;Restavfall;2021-06-28 11:31:12.550;174;TÖMN;NULL;6/30/21 0:00;NULL;2168474;0;3;0;6633067.63156060000000000000;204702.03867924600000000000;2021-06-28 00:00:00.000
9124516;171501;4212108221;313848;2021-07-12 14:05:11.000;NULL;R190-26Å;08013F6232;HH09;H195;HSIT1D1;TobAnd;NULL;ENFAKTKÖRN;0;0;1;HUSH_3;NULL;NULL;NULL;2021-07-12 14:11:36.607;174;AVVI;NULL;7/31/21 0:00;NULL;2256752;0;NULL;1;6633065.07071385000000000000;204692.06623400200000000000;2021-07-12 00:00:00.000
9124517;171501;4212108221;495219;2021-07-12 14:05:08.000;NULL;M140-26Å;08887EF0FF;HH09;H195;HSIT1D1;TobAnd;NULL;ENFAKTKÖRN;0;0;1;HUSH_3;NULL;NULL;NULL;2021-07-12 14:11:37.047;174;AVVI;NULL;7/31/21 0:00;NULL;2256753;0;NULL;1;6633065.07071385000000000000;204692.06623400200000000000;2021-07-12 00:00:00.000
9213855;171501;4212108221;313848;2021-07-26 10:41:52.000;NULL;R190-26Å;08013F6232;HH01;H195;HSIT1D1;CriHam;NULL;ENFAKTKÖRN;0;0;1;HUSH_3;NULL;NULL;NULL;2021-07-26 10:51:49.200;174;AVVI;NULL;7/31/21 0:00;NULL;2345757;0;NULL;1;6633064.42705887000000000000;204698.81146911900000000000;2021-07-26 00:00:00.000
9213856;171501;4212108221;495219;2021-07-26 10:41:50.000;NULL;M140-26Å;08887EF0FF;HH01;H195;HSIT1D1;CriHam;NULL;ENFAKTKÖRN;0;0;1;HUSH_3;NULL;NULL;NULL;2021-07-26 10:51:49.637;174;AVVI;NULL;7/31/21 0:00;NULL;2345758;0;NULL;1;6633064.60997661000000000000;204698.62167463900000000000;2021-07-26 00:00:00.000
9299040;171501;4212108221;313848;2021-08-09 07:11:37.000;NULL;R190-26Å;08013F6232;HH01;H120;HSIT1D1;CriHam;NULL;ENFAKTKÖRN;0;0;1;HUSH_3;NULL;NULL;NULL;2021-08-09 07:22:16.160;174;MTÖM;NULL;8/31/21 0:00;NULL;2429360;0;NULL;1;6633058.26304460000000000000;204734.26497455400000000000;2021-08-09 00:00:00.000
9299044;171501;4212108221;495219;2021-08-09 07:09:00.000;NULL;M140-26Å;08887EF0FF;HH01;NULL;HSIT1D1;CriHam;NULL;ENFAKTKÖRN;1;0;1;HUSH_3;NULL;NULL;Matavfall;2021-08-09 07:22:17.550;174;TÖMN;NULL;8/31/21 0:00;NULL;2429365;0;3;0;6633065.12572274000000000000;204695.80751982900000000000;2021-08-09 00:00:00.000
9396158;171501;4212108221;313848;2021-08-23 10:42:34.000;NULL;R190-26Å;08013F6232;HH01;H195;HSIT1D1;CriHam;NULL;ENFAKTKÖRN;0;0;1;HUSH_3;NULL;NULL;NULL;2021-08-23 11:34:15.070;174;AVVI;NULL;8/31/21 0:00;NULL;2525838;0;NULL;1;6633064.03098506000000000000;204709.76292418000000000000;2021-08-23 00:00:00.000
9396159;171501;4212108221;495219;2021-08-23 10:42:33.000;NULL;M140-26Å;08887EF0FF;HH01;H195;HSIT1D1;CriHam;NULL;ENFAKTKÖRN;0;0;1;HUSH_3;NULL;NULL;NULL;2021-08-23 11:34:15.523;174;AVVI;NULL;8/31/21 0:00;NULL;2525839;0;NULL;1;6633064.32666635000000000000;204704.61319364300000000000;2021-08-23 00:00:00.000
9441830;171501;4212108221;313848;2021-08-30 12:34:13.000;NULL;R190-26Å;08013F6232;HH07;NULL;NULL;TobAnd;NULL;ENFAKTKÖRN;1;0;1;HUSH_3;NULL;NULL;Restavfall;2021-08-31 06:31:33.157;174;TÖMN;NULL;NULL;Oplanerad;2571092;1;3;0;6628311.16522304000000000000;189274.58260037100000000000;2021-08-30 00:00:00.000
9482645;171501;4212108221;313848;2021-09-06 10:25:06.000;NULL;R190-26Å;08013F6232;HH01;H195;HSIT1D1;CriHam;NULL;ENFAKTKÖRN;0;0;1;HUSH_3;NULL;NULL;NULL;2021-09-06 10:31:40.457;174;AVVI;NULL;9/30/21 0:00;NULL;2612001;0;NULL;1;6633064.86028862000000000000;204703.01495568900000000000;2021-09-06 00:00:00.000
9482647;171501;4212108221;495219;2021-09-06 10:25:03.000;NULL;M140-26Å;08887EF0FF;HH01;H195;HSIT1D1;CriHam;NULL;ENFAKTKÖRN;0;0;1;HUSH_3;NULL;NULL;NULL;2021-09-06 10:31:41.300;174;AVVI;NULL;9/30/21 0:00;NULL;2612003;0;NULL;1;6633064.45044007000000000000;204700.40151588900000000000;2021-09-06 00:00:00.000
